"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 00:38:08.009,1 Jan 2026 00:49:10.396,662.387
2,1 Jan 2026 11:08:54.572,1 Jan 2026 11:20:12.891,678.319
3,1 Jan 2026 12:44:26.372,1 Jan 2026 12:53:58.110,571.738
4,1 Jan 2026 23:00:48.439,1 Jan 2026 23:10:30.974,582.535

Statistics
"Min Duration",3,1 Jan 2026 12:44:26.372,1 Jan 2026 12:53:58.110,571.738
"Max Duration",2,1 Jan 2026 11:08:54.572,1 Jan 2026 11:20:12.891,678.319
"Mean Duration",,,,623.745
"Total Duration",,,,2494.979


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 03:49:48.754,1 Jan 2026 04:01:53.514,724.760
2,1 Jan 2026 05:27:24.701,1 Jan 2026 05:32:51.545,326.843
3,1 Jan 2026 14:23:45.587,1 Jan 2026 14:30:07.189,381.601
4,1 Jan 2026 15:55:14.495,1 Jan 2026 16:07:16.333,721.837

Statistics
"Min Duration",2,1 Jan 2026 05:27:24.701,1 Jan 2026 05:32:51.545,326.843
"Max Duration",1,1 Jan 2026 03:49:48.754,1 Jan 2026 04:01:53.514,724.760
"Mean Duration",,,,538.761
"Total Duration",,,,2155.042


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 07:02:57.357,1 Jan 2026 07:12:52.363,595.006
2,1 Jan 2026 08:36:58.995,1 Jan 2026 08:48:05.037,666.041
3,1 Jan 2026 19:07:48.971,1 Jan 2026 19:19:04.068,675.097
4,1 Jan 2026 20:43:15.453,1 Jan 2026 20:52:53.870,578.417

Statistics
"Min Duration",4,1 Jan 2026 20:43:15.453,1 Jan 2026 20:52:53.870,578.417
"Max Duration",3,1 Jan 2026 19:07:48.971,1 Jan 2026 19:19:04.068,675.097
"Mean Duration",,,,628.640
"Total Duration",,,,2514.560


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 00:00:00.000,1 Jan 2026 00:09:30.127,570.127
2,1 Jan 2026 11:48:41.673,1 Jan 2026 12:00:45.757,724.084
3,1 Jan 2026 13:26:09.732,1 Jan 2026 13:31:52.811,343.079
4,1 Jan 2026 22:22:45.702,1 Jan 2026 22:28:53.315,367.614
5,1 Jan 2026 23:54:06.599,2 Jan 2026 00:00:00.000,353.401

Statistics
"Min Duration",3,1 Jan 2026 13:26:09.732,1 Jan 2026 13:31:52.811,343.079
"Max Duration",2,1 Jan 2026 11:48:41.673,1 Jan 2026 12:00:45.757,724.084
"Mean Duration",,,,471.661
"Total Duration",,,,2358.305


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 03:10:00.234,1 Jan 2026 03:21:21.665,681.430
2,1 Jan 2026 04:45:37.406,1 Jan 2026 04:55:02.241,564.835
3,1 Jan 2026 15:01:52.848,1 Jan 2026 15:11:41.718,588.870
4,1 Jan 2026 16:35:50.027,1 Jan 2026 16:46:59.606,669.578

Statistics
"Min Duration",2,1 Jan 2026 04:45:37.406,1 Jan 2026 04:55:02.241,564.835
"Max Duration",1,1 Jan 2026 03:10:00.234,1 Jan 2026 03:21:21.665,681.430
"Mean Duration",,,,626.178
"Total Duration",,,,2504.713


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 06:24:45.819,1 Jan 2026 06:31:20.728,394.909
2,1 Jan 2026 07:56:22.439,1 Jan 2026 08:08:23.250,720.811
3,1 Jan 2026 19:47:34.636,1 Jan 2026 19:59:37.944,723.308
4,1 Jan 2026 21:24:55.228,1 Jan 2026 21:30:53.595,358.368

Statistics
"Min Duration",4,1 Jan 2026 21:24:55.228,1 Jan 2026 21:30:53.595,358.368
"Max Duration",3,1 Jan 2026 19:47:34.636,1 Jan 2026 19:59:37.944,723.308
"Mean Duration",,,,549.349
"Total Duration",,,,2197.396


