"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
4,1 Jan 2026 05:04:11.721,1 Jan 2026 05:12:38.208,506.487
5,1 Jan 2026 06:43:27.120,1 Jan 2026 06:55:46.787,739.666
6,1 Jan 2026 08:23:45.388,1 Jan 2026 08:35:47.015,721.628
7,1 Jan 2026 20:33:35.237,1 Jan 2026 20:38:53.912,318.676
8,1 Jan 2026 22:09:39.096,1 Jan 2026 22:22:15.115,756.019
9,1 Jan 2026 23:50:27.071,2 Jan 2026 00:00:00.000,572.929

Statistics
"Min Duration",3,1 Jan 2026 03:24:08.095,1 Jan 2026 03:28:09.716,241.621
"Max Duration",8,1 Jan 2026 22:09:39.096,1 Jan 2026 22:22:15.115,756.019
"Mean Duration",,,,540.827
"Total Duration",,,,4867.439


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 01:13:41.376,1 Jan 2026 01:23:08.150,566.774
2,1 Jan 2026 02:58:19.587,1 Jan 2026 03:02:42.712,263.125
3,1 Jan 2026 04:39:23.477,1 Jan 2026 04:46:27.789,424.312
4,1 Jan 2026 06:18:35.438,1 Jan 2026 06:30:16.079,700.640
5,1 Jan 2026 07:58:29.488,1 Jan 2026 08:11:06.911,757.423
6,1 Jan 2026 09:41:42.347,1 Jan 2026 09:47:19.710,337.362
7,1 Jan 2026 21:44:59.874,1 Jan 2026 21:56:58.581,718.707
8,1 Jan 2026 23:24:57.029,1 Jan 2026 23:37:18.511,741.482

Statistics
"Min Duration",2,1 Jan 2026 02:58:19.587,1 Jan 2026 03:02:42.712,263.125
"Max Duration",5,1 Jan 2026 07:58:29.488,1 Jan 2026 08:11:06.911,757.423
"Mean Duration",,,,563.728
"Total Duration",,,,4509.826


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 00:47:46.188,1 Jan 2026 00:58:20.815,634.627
2,1 Jan 2026 02:32:11.681,1 Jan 2026 02:37:37.725,326.045
3,1 Jan 2026 04:14:31.289,1 Jan 2026 04:20:13.701,342.412
4,1 Jan 2026 05:53:46.339,1 Jan 2026 06:04:33.953,647.614
5,1 Jan 2026 07:33:22.668,1 Jan 2026 07:46:12.702,770.034
6,1 Jan 2026 09:15:04.922,1 Jan 2026 09:24:09.082,544.161
7,1 Jan 2026 21:20:37.956,1 Jan 2026 21:31:28.556,650.600
8,1 Jan 2026 22:59:38.735,1 Jan 2026 23:12:22.947,764.212

Statistics
"Min Duration",2,1 Jan 2026 02:32:11.681,1 Jan 2026 02:37:37.725,326.045
"Max Duration",5,1 Jan 2026 07:33:22.668,1 Jan 2026 07:46:12.702,770.034
"Mean Duration",,,,584.963
"Total Duration",,,,4679.705


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 00:22:01.685,1 Jan 2026 00:33:32.136,690.452
2,1 Jan 2026 02:05:57.622,1 Jan 2026 02:12:44.109,406.487
3,1 Jan 2026 03:49:29.522,1 Jan 2026 03:54:03.478,273.956
4,1 Jan 2026 05:28:58.809,1 Jan 2026 05:38:40.965,582.156
5,1 Jan 2026 07:08:22.442,1 Jan 2026 07:21:05.779,763.337
6,1 Jan 2026 08:49:14.458,1 Jan 2026 09:00:10.079,655.621
7,1 Jan 2026 20:56:40.776,1 Jan 2026 21:05:36.397,535.621
8,1 Jan 2026 22:34:32.524,1 Jan 2026 22:47:22.389,769.865

Statistics
"Min Duration",3,1 Jan 2026 03:49:29.522,1 Jan 2026 03:54:03.478,273.956
"Max Duration",8,1 Jan 2026 22:34:32.524,1 Jan 2026 22:47:22.389,769.865
"Mean Duration",,,,584.687
"Total Duration",,,,4677.496


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 01:24:41.995,1 Jan 2026 01:37:10.710,748.715
2,1 Jan 2026 03:05:16.977,1 Jan 2026 03:17:11.713,714.736
