"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
Statistics
"Min Duration",1,1 Jan 2026 00:52:46.774,1 Jan 2026 00:56:19.446,212.672
"Max Duration",6,1 Jan 2026 17:50:55.858,1 Jan 2026 18:07:25.214,989.356
"Mean Duration",,,,700.338
"Total Duration",,,,5602.703


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 01:19:21.492,1 Jan 2026 01:35:26.641,965.149
2,1 Jan 2026 03:04:00.142,1 Jan 2026 03:13:50.979,590.837
3,1 Jan 2026 08:11:22.014,1 Jan 2026 08:23:07.473,705.459
4,1 Jan 2026 09:50:19.127,1 Jan 2026 10:05:48.226,929.099
5,1 Jan 2026 11:31:21.424,1 Jan 2026 11:45:11.893,830.469
6,1 Jan 2026 21:56:30.710,1 Jan 2026 22:04:55.099,504.389
7,1 Jan 2026 23:32:47.692,1 Jan 2026 23:49:02.951,975.259

Statistics
"Min Duration",6,1 Jan 2026 21:56:30.710,1 Jan 2026 22:04:55.099,504.389
"Max Duration",7,1 Jan 2026 23:32:47.692,1 Jan 2026 23:49:02.951,975.259
"Mean Duration",,,,785.809
"Total Duration",,,,5500.662


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 00:45:38.504,1 Jan 2026 01:02:16.452,997.947
2,1 Jan 2026 02:28:31.160,1 Jan 2026 02:41:16.158,764.998
3,1 Jan 2026 04:15:50.370,1 Jan 2026 04:17:12.464,82.095
4,1 Jan 2026 07:38:48.956,1 Jan 2026 07:48:25.921,576.965
5,1 Jan 2026 09:17:09.814,1 Jan 2026 09:31:44.681,874.867
6,1 Jan 2026 10:57:18.584,1 Jan 2026 11:12:31.782,913.197
7,1 Jan 2026 12:40:19.082,1 Jan 2026 12:49:02.102,523.021
8,1 Jan 2026 23:00:12.660,1 Jan 2026 23:15:13.019,900.359

Statistics
"Min Duration",3,1 Jan 2026 04:15:50.370,1 Jan 2026 04:17:12.464,82.095
"Max Duration",1,1 Jan 2026 00:45:38.504,1 Jan 2026 01:02:16.452,997.947
"Mean Duration",,,,704.181
"Total Duration",,,,5633.448


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 00:12:21.932,1 Jan 2026 00:28:53.832,991.900
2,1 Jan 2026 01:53:34.987,1 Jan 2026 02:08:26.542,891.555
3,1 Jan 2026 03:39:14.448,1 Jan 2026 03:45:53.852,399.404
4,1 Jan 2026 07:06:48.566,1 Jan 2026 07:13:09.633,381.066
5,1 Jan 2026 08:44:10.709,1 Jan 2026 08:57:24.049,793.340
6,1 Jan 2026 10:23:40.616,1 Jan 2026 10:39:23.057,942.441
7,1 Jan 2026 12:05:40.220,1 Jan 2026 12:17:13.143,692.923
8,1 Jan 2026 22:28:15.994,1 Jan 2026 22:40:48.355,752.361

Statistics
"Min Duration",4,1 Jan 2026 07:06:48.566,1 Jan 2026 07:13:09.633,381.066
"Max Duration",1,1 Jan 2026 00:12:21.932,1 Jan 2026 00:28:53.832,991.900
"Mean Duration",,,,730.624
"Total Duration",,,,5844.991


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 04:17:48.400,1 Jan 2026 04:26:41.911,533.511
2,1 Jan 2026 05:54:13.342,1 Jan 2026 06:10:32.656,979.313
3,1 Jan 2026 07:34:55.098,1 Jan 2026 07:50:18.544,923.446
4,1 Jan 2026 09:20:12.208,1 Jan 2026 09:28:08.599,476.390
5,1 Jan 2026 12:49:06.011,1 Jan 2026 12:53:57.468,291.457
6,1 Jan 2026 14:26:04.149,1 Jan 2026 14:38:48.023,763.874
7,1 Jan 2026 16:05:21.697,1 Jan 2026 16:21:03.949,942.252
8,1 Jan 2026 17:47:01.331,1 Jan 2026 17:59:29.465,748.134

Statistics
"Min Duration",5,1 Jan 2026 12:49:06.011,1 Jan 2026 12:53:57.468,291.457
"Max Duration",2,1 Jan 2026 05:54:13.342,1 Jan 2026 06:10:32.656,979.313
"Mean Duration",,,,707.297
"Total Duration",,,,5658.378


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 05:21:35.313,1 Jan 2026 05:36:45.014,909.701
2,1 Jan 2026 07:00:53.532,1 Jan 2026 07:17:15.057,981.525
3,1 Jan 2026 08:45:01.236,1 Jan 2026 08:55:53.336,652.100
4,1 Jan 2026 13:53:20.067,1 Jan 2026 14:04:24.528,664.461
5,1 Jan 2026 15:32:05.030,1 Jan 2026 15:47:19.246,914.216
6,1 Jan 2026 17:12:45.436,1 Jan 2026 17:27:13.349,867.913
7,1 Jan 2026 18:57:00.600,1 Jan 2026 19:02:30.870,330.270

Statistics
"Min Duration",7,1 Jan 2026 18:57:00.600,1 Jan 2026 19:02:30.870,330.270
"Max Duration",2,1 Jan 2026 07:00:53.532,1 Jan 2026 07:17:15.057,981.525
"Mean Duration",,,,760.027
"Total Duration",,,,5320.186


"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2026 04:49:36.106,1 Jan 2026 05:02:24.634,768.528
2,1 Jan 2026 06:27:20.388,1 Jan 2026 06:44:00.724,1000.336
3,1 Jan 2026 08:09:33.309,1 Jan 2026 08:23:12.046,818.736
4,1 Jan 2026 09:55:58.945,1 Jan 2026 09:59:57.190,238.245
5,1 Jan 2026 13:20:57.700,1 Jan 2026 13:29:31.619,513.918
6,1 Jan 2026 14:58:59.598,1 Jan 2026 15:13:04.881,845.283
7,1 Jan 2026 16:38:52.933,1 Jan 2026 16:54:22.131,929.198
8,1 Jan 2026 18:21:27.003,1 Jan 2026 18:31:19.576,592.574

Statistics
"Min Duration",4,1 Jan 2026 09:55:58.945,1 Jan 2026 09:59:57.190,238.245
"Max Duration",2,1 Jan 2026 06:27:20.388,1 Jan 2026 06:44:00.724,1000.336
"Mean Duration",,,,713.352
"Total Duration",,,,5706.818


